Code,Product Name,Unit,Current Stock,Sales Scheme Deal,Sales Scheme Free,Purch Scheme Deal,Purch Scheme Free
it8312,OFFICE OZ TAB 1X10,PCS,628,0,0,0,0
it9983,OFLOMAC 100 TAB 1*10,PCS,6,0,0,0,0
it9341,OFLOMAC 200 TAB 1*10,PC,16,0,0,0,0
it9926,OFLOMAC 300 TAB 1*10,PCS,8,0,0,0,0
it9927,OFLOMAC 400 TAB 1*10,PCS,7,0,0,0,0
it9314,OFLOMAC CX 200 TAB 1*10,PCS,3,0,0,0,0
it9971,OFLOMAC M FORTE SUSP 60ML,PCS,32,0,0,0,0
it9925,OFLOMAC M SUSP 60ML,PCS,53,0,0,0,0
it9343,OFLOMAC OZ TAB 1*10,PCS,22,0,0,0,0
it9435,OFLOMAC SYP 1*30ML,PCS,12,0,0,0,0
0000231,OFLOMAC TZ 1*10,PCS,0,0,0,0,0
it8575,OLEPTAL DT 150 TAB 10X10,PCS,4,0,0,0,0
it8243,OLEPTAL DT 300 TAB 1X10,PCS,12,0,0,0,0
it9254,OLEPTAL OD 300 TAB 1*10,PCS,10,0,0,0,0
it8671,OLFIT GX TAB 1*10,PCS,0,0,0,9,1
it8101,OLMEBLU-20 TAB 1X10,PCS,10,0,0,0,0
it8854,OLMEBLU-AM TABS 1*15,PCS,10,0,0,0,0
it8100,OLMEBLU-H20 TAB 1X10,PCS,13,0,0,0,0
0000580,OLMESAR 10 1*15,PCS,11,0,0,0,0
it9493,OLMESAR 20 TAB 1*15,PCS,10,0,0,0,0
it9494,OLMESAR 40 TAB 1*15,PCS,6,0,0,0,0
it9617,OLMESAR A 40 TAB 1*15,PCS,12,0,0,0,0
it9616,OLMESAR A TAB 1*15,PCS,13,0,0,0,0
it9495,OLMESAR CH 20 1*10,PCS,3,0,0,0,0
it9496,OLMESAR CH 40 1*10,PCS,10,0,0,0,0
it9545,OLMESAR H 40 TAB 1*15,PCS,0,0,0,0,0
it9546,OLMESAR H TAB 1*15,PCS,0,0,0,0,0
it10514,OLMESAR M 25 TAB 1*10,PCS,0,0,0,0,0
it10177,OLMESAR PLUS 20 1*10,PCS,0,0,0,0,0
it10524,OLMESAR-M 25 1*15,PCS,0,0,0,0,0
0000132,OLMESAR-M 50 TAB 1*15,PCS,0,0,0,0,0
it9461,OLMETOR AM TAB 1*10,PCS,0,0,0,0,0
it10614,OLMETOR-20 15'S TABLETS SALE 1,PCS,0,0,0,0,0
it8989,OLMITOR 20 TAB 1*10,PCS,7,0,0,0,0
it8990,OLMITOR 40 TAB 1*10,PCS,0,0,0,0,0
it9079,OLSAR 10 TAB 1*10,PCS,7,0,0,0,0
it7531,OLSAR 20MG TAB 1X15,PCS,13,0,0,0,0
it8449,OLSAR 40 TAB 1X10,PCS,3,0,0,0,0
it8600,OLSAR A 20 TAB 1*10,PCS,10,0,0,0,0
it8779,OLSAR A 40 TAB 1*10,PCS,10,0,0,0,0
it8242,OLSAR H 20 TAB 1X10,PCS,0,0,0,0,0
it8450,OLSAR H 40 TAB 1X10,PCS,7,0,0,0,0
it10670,OLSAR M 25 TAB 1*10,PCS,0,0,0,0,0
it10668,OMCEF 100 DT TABS 1*10,PCS,0,5,1,0,0
it10669,OMCEF 200 MG TABS 1*10,PCS,0,0,0,0,0
it9942,OMEPREM-D CAP 1*15,PCS,0,0,0,0,0
it9316,OMNACORTIL 10 MG TAB 1*10,PCS,1846,0,0,0,0
it9432,OMNACORTIL 20MG 1*10,PCS,40,0,0,0,0
it10178,OMNACORTIL 30 1*10,PCS,7,0,0,0,0
it9665,OMNACORTIL 40 MG 1*10,PCS,10,0,0,0,0
it9315,OMNACORTIL 5 MG 1*10,PCS,358,0,0,0,0
it9380,OMNACORTIL DROP 1*10ML,PCS,57,0,0,0,0
it10449,OMNACORTIL FORT SYP,PCS,23,0,0,0,0
it9381,OMNACORTIL SUSP 1*60ML,PCS,43,0,0,0,0
it10605,OMNICEF O 100 OS 30ML,PCS,12,0,0,0,0
it10606,OMNICEF O 200 TABLETS 1*10,PCS,32,10,3,0,0
it10607,OMNICEF O 50 ORAL SUSP 30ML,PCS,20,9,1,0,0
it10608,OMNICEF PLUS TABS 1*10,PCS,0,0,0,0,0
it9131,ONABET B CRM 15GM 1*15GM,PCS,0,0,0,0,0
it9811,ONABET CRM 15GM,PCS,0,0,0,0,0
it9896,ONDAMAC INJ 2ML 2ML,PCS,0,0,0,0,0
it9897,ONDAMAC MD TAB 1*10,PCS,0,0,0,0,0
it9913,ONDAMAC ORAL SOLUTIO 30ML 30ML,PCS,9,0,0,0,0
it10779,ONDATERO MD TAB 1*10,PCS,0,0,0,0,0
it7912,ONE UP GOLD D CAP 1X10,PCS,0,0,0,0,0
it8439,OPOX 100 DT 1X10,PCS,6,0,0,0,0
it8438,OPOX 100MG DRY SYP 1X30ML,PCS,0,0,0,0,0
it8367,OPOX 200 TAB 1X10,PCS,0,0,0,0,0
it8370,OPOX 50 DRY SYP 1X30ML,PCS,0,0,0,0,0
it8404,OPOX 50 DT TAB 1X10,PCS,31,0,0,0,0
it8448,OPOX CV 100 DRY SYP 1X30ML,PCS,20,0,0,0,0
it8467,OPOX CV 100 TAB 1X10,PCS,0,0,0,0,0
it8402,OPOX CV 200 TAB 1X10,PCS,26,0,0,0,0
it8368,OPOX CV 50 DRY SYP 1X30ML,PCS,54,0,0,0,0
it8401,OPOX DROP 1X10ML,PCS,0,0,0,0,0
it7533,ORASEP GEL 15 ML,PCS,45,0,0,0,0
it10743,ORASEP MAX GEL 10GM,PCS,0,0,0,0,0
it7535,ORASEP MOUTH WASH 100 ML,PCS,10,0,0,0,0
it7536,ORASEP OT MOUTH PAINT 15 ML,PCS,13,0,0,0,0
it7534,ORASEP-LA GEL 15 ML,PCS,149,0,0,0,0
it9657,ORATIL 250 TAB 1*10,PCS,0,0,0,0,0
it9323,ORATIL 500 TAB 1*10,PCS,0,0,0,0,0
it10342,ORATIL CV 250 TAB 1*10,PCS,0,0,0,0,0
it9344,ORATIL CV 500 TAB 1*10,PCS,0,0,0,0,0
it9345,ORATIL SUSP 1*30ML,PCS,0,0,0,0,0
it9394,ORCERIN GM TAB 1*10,PCS,16,0,0,0,0
it9728,ORCERIN TAB 1*10,PCS,5,0,0,0,0
it9823,ORIPRIM DS TABLETS 20*10,PCS,0,0,0,0,0
it9153,ORNI O TAB 1*10,PCS,0,0,0,9,1
it9621,ORPENEM 200 TAB 1*10,PCS,22,0,0,0,0
it9791,ORPENEM CV TAB 1*10,PCS,4,0,0,0,0
it9371,ORPENEM ER TAB 1*10,PCS,50,0,0,0,0
0000720,ORPENEM FORTE SYRUP 60ML,PCS,20,0,0,0,0
it10693,ORPENEM KID SYRUP 30ML,PCS,10,0,0,0,0
0000702,ORPENEM SYRUP 60ML 60ML,PCS,3,0,0,0,0
0000276,OTECK AC NEO 5ML 5ML,PCS,59,0,0,0,0
0000687,OTEK AF DROP 1,PCS,0,0,0,0,0
it10060,OTIMAC-AC 1% 10ML,PCS,0,0,0,0,0
it10160,OTIMAC-AC 2% 10ML,PCS,0,0,0,0,0
it9839,OVALIFE PLUS TAB 1*10,PCS,0,0,0,0,0
it9441,OVALIFE TAB 1*10,PCS,20,0,0,0,0
it10816,OVIFERT CAP 1*10,PCS,216,0,0,5,1
it7839,OVRAL G TAB 1X20,PCS,84,0,0,0,0
it7541,OVRAL L TAB 1X21,PCS,218,19,1,19,1
it8170,P-PPI INJ 1X10ML,PCS,354,0,0,0,0
it8581,P-PPI-L CAPS 10X10,PCS,0,0,0,0,0
it8040,P-RD CAPS 1X10,PCS,86,0,0,0,0
it10532,P-ZIDE 500MG TAB 20*10,PCS,115,0,0,0,0
it7546,PACITANE TAB 1X25,PCS,297,0,0,0,0
it10887,PAINAXE GEL 1,PCS,0,0,0,10,4
it9946,PANDERM +(POWDER) 100 GM 100GM,PCS,0,0,0,0,0
it9383,PANDERM NM CRM 1*15GM,PCS,120,0,0,0,0
it9382,PANDERM++ 1*15GM,PCS,139,0,0,0,0
it7983,PANTARECON DSR CAP 1X10,PCS,254,0,0,5,1
it10912,PANTARECON DSR TAB 1*10,PCS,0,0,0,10,1
it7548,PANTARECON-40 TAB 1X10,PCS,82,0,0,5,1
it8400,PANTIN 40 TAB 1X10,PCS,74,0,0,0,0
it8887,PANTIN D CAP 1*10,PCS,0,0,0,0,0
it8363,PANTIN L CAPS 1X10,PCS,37,0,0,0,0
it10703,PANTOP 40 TAB 1*15,PCS,16,0,0,0,0
it10705,PANTOP D CAP 1*15,PCS,42,0,0,0,0
it10704,PANTOP DSR CAP 1*15,PCS,0,0,0,0,0
it10710,PANTOP HP KIT KIT,PCS,28,0,0,0,0
it10708,PANTOP I.V. VIAL,PCS,347,0,0,0,0
it10706,PANTOP IT CAP 1*10,PCS,3,0,0,0,0
it10707,PANTOP LS CAP 1*10,PCS,8,0,0,0,0
it10709,PANTOP MPS SYP 200ML,PCS,12,0,0,0,0
it7927,PARADISE XR 25 TAB 1X10,PCS,0,0,0,0,0
it10547,PARKREL CAP,PCS,0,0,0,0,0
it10005,PEDICLORYL SYRUP 30ML 1,PCS,10,0,0,0,0
it10181,PEDITRAL ORS SCH,PCS,0,0,0,0,0
it8225,PEGCLEAR SYP 200ML,PCS,27,0,0,0,0
it8231,PENVIR 250 TAB 1*6,PCS,10,0,0,0,0
it8269,PENVIR 500 TAB 1*10,PCS,0,0,0,0,0
it10615,PEPAR 4.5 GM VAIL,PCS,0,0,0,0,0
0000302,PEPCIA L CAP 1*10,PCS,5,0,0,0,0
0000372,PEPCIA 20 TAB 1*10,PCS,0,0,0,0,0
0000301,PEPCIA D CAP 1*10,PCS,4,0,0,0,0
it10552,PERMITE CREAM 30 GM 30GM,PCS,0,0,0,0,0
it7549,PH4 LIQUID 170ML,PCS,12,0,0,76,24
it10281,PILOCAR 2% EYE DROP 5ML,PCS,22,0,0,0,0
it7551,PILOF CAP 2*10,PCS,0,0,0,7,1
it9159,PIOPOD 15 MF TAB 1*10,PCS,0,0,0,0,0
it8888,PIOPOD 30 TAB 1*10,PCS,0,0,0,0,0
it8193,PIOPOD GM 1 TAB 1*10,PCS,0,0,0,0,0
it8194,PIOPOD GM 2 TAB 1*10,PCS,16,0,0,0,0
it8214,PIPRAMUST 4.5GM INJ VAIL,PCS,0,0,0,0,0
0000389,PLARICA TAB 1*10,PCS,29,0,0,0,0
it8435,PLATFAST SYRUP 150ML,PCS,0,0,0,0,0
it8453,PLATFAST TABLET 5X15,PCS,0,0,0,0,0
it9384,PLATIMAX SYRUP 100ML,PCS,25,0,0,0,0
it9317,PLATIMAX TABLET 5*15,PCS,57,0,0,0,0
it10635,PLATSCORE TABLETS 1*10,PCS,0,10,2,5,1
it10053,POLVOLT CAPSULE 1*10,PCS,4,0,0,0,0
it10267,POLYCLAV 1000 1*10,PCS,9,0,0,0,0
it9578,POLYCLAV 375 CAP 1*6,PCS,7,0,0,0,0
it9318,POLYCLAV 625 CAP 1*10,PCS,29,0,0,0,0
it9433,POLYCLAV BD DRY SYP 30ML,PCS,0,0,0,0,0
0000202,POLYCLAV DROPS 10ML,PCS,14,0,0,0,0
0000595,POLYCLAV DS DRY SYP 30ML,PCS,0,0,0,0,0
it10099,POLYCLAV ES SUSP 50ML,PCS,12,10,1,0,0
it9936,POLYCLAV KID TAB 1*10,PCS,10,0,0,0,0
it9692,POLYPOD 100 DT TAB 1*10,PCS,0,0,0,0,0
it9571,POLYPOD 100 SYP 1*30ML,PCS,45,0,0,0,0
it9319,POLYPOD 200 TAB 1*10,PCS,28,0,0,0,0
it9570,POLYPOD 50 DRY SYP 30ML,PCS,7,0,0,0,0
it10433,POLYPOD CV 100 SYP 100ML,PCS,4,0,0,0,0
it10122,POLYPOD CV 100 TAB 1*6,PCS,0,0,0,0,0
it9320,POLYPOD CV 200 TAB 1*10,PCS,7,0,0,0,0
it9880,POLYPOD CV 50 SYP 30ML,PCS,4,0,0,0,0
0000135,POLYPOD DROPS 10ML,PCS,20,0,0,0,0
it9630,POLYPOD O TAB 1*10,PCS,0,0,0,0,0
it8721,POSMEAL MD .3 TAB 1*10,PCS,0,0,0,0,0
it9259,POWERCORT-S 3% OIN 1*30GM,PCS,0,0,0,5,1
it10517,PP WIN TAB 1*10,PCS,0,0,0,1,1
it10482,PPWIN-SP TABLETS 1*10,PCS,0,0,0,5,1
it8970,PRAX 10 TAB 1*10,PCS,0,0,0,0,0
it9116,PRAX A75 TAB 1*10,PCS,0,0,0,0,0
it9114,PREGABA 50 TAB 1*10,PCS,10,0,0,0,0
it8758,PREGABA 75 1*10,PCS,3,0,0,0,0
it10009,PREGABA D 50/20 TAB 1*10,PCS,23,0,0,0,0
0000695,PREGABA D 75/20 1*10,PCS,20,0,0,0,0
it10030,PREGABA D 75/30 1*10,PCS,25,0,0,0,0
it8841,PREGABA FORT TAB 1*10,PCS,0,0,0,0,0
it8558,PREGABA M 75MG CAP 1X10,PCS,20,0,0,0,0
it10169,PREGABA M SR 75 TAB 1*15,PCS,8,0,0,0,0
it10333,PREGABA MNT TAB 1*10,PCS,3,0,0,0,0
it8759,PREGABA NT TAB 1*10,PCS,15,0,0,0,0
it7556,PREGALIN 150 CAP 1X10,PCS,24,0,0,0,0
it10882,PREGALIN 25 1*10,PCS,60,0,0,0,0
it10881,PREGALIN 50 1*10,PCS,29,0,0,0,0
it7557,PREGALIN 75 CAP 1X15,PCS,21,0,0,0,0
0000182,PREGALIN D 50/20 CAP 1*10,PCS,29,0,0,0,0
0000180,PREGALIN D 75/20 CAP 1*10,PCS,55,0,0,0,0
it10688,PREGALIN D 75/30 1*10,PCS,24,0,0,0,0
it10700,PREGALIN DM 75+20 TAB 1*10,PCS,8,0,0,0,0
it10723,PREGALIN DM 75+30 TAB 1*10,PCS,10,0,0,0,0
it9234,PREGALIN M 150 CAP 1*10,PCS,10,0,0,0,0
it7558,PREGALIN M 75 CAP 1X15,PCS,7,0,0,0,0
it9662,PREGALIN M SR 75 TAB 1*15,PCS,11,0,0,0,0
it10131,PREGALIN MNT TAB 1*10,PCS,10,0,0,0,0
it10340,PREGALIN NT 50/10 TAB 1*10,PCS,0,0,0,0,0
it10034,PREGALIN NT 75/10 TAB 1*10,PCS,0,0,0,0,0
it10385,PREGALIN SR 150 TAB 1*10,PCS,0,0,0,0,0
it8417,PREGALIN SR 75 TAB 1X10,PCS,10,0,0,0,0
it9132,PREGALIN X 75 TB 1*10,PCS,10,0,0,0,0
it7559,PREGALIN X SR 75 1X10,PCS,7,0,0,0,0
it10483,PREGALINE GEL 30GM 30GM,PCS,0,0,0,0,0
it9663,PREGEB 150 CAP 1*10,PCS,14,0,0,0,0
it9795,PREGEB 75 TAB 1*10,PCS,17,0,0,0,0
0000179,PREGEB D 50/20 CAP 1*10,PCS,19,0,0,0,0
0000582,PREGEB D 75/20 CAP 1*10,PCS,12,0,0,0,0
0000181,PREGEB D 75/30 CAP 1*10,PCS,14,0,0,0,0
it10701,PREGEB DM 75+20 CAP 1*10,PCS,10,0,0,0,0
it10768,PREGEB DM 75+30 TAB 1*10,PCS,15,0,0,0,0
it9185,PREGEB M 75 TAB 1*10,PCS,7,0,0,0,0
it10095,PREGEB M OD 150 TAB 1*10,PCS,0,0,0,0,0
it10096,PREGEB M OD 75 TAB 1*10,PCS,3,0,0,0,0
it9782,PREGEB M150 TAB 1*10,PCS,14,0,0,0,0
it10489,PREGEB MNT TAB 1*10,PCS,12,0,0,0,0
it10175,PREGEB NT TAB 1*10,PCS,7,0,0,0,0
0000387,PREGEB OD 75 TAB 1*10,PCS,5,0,0,0,0
it8872,PREMARIN .625MG TAB 1*28,PCS,8,0,0,0,0
it10528,PREMARIN 0.3 MG TAB 1*28,PCS,0,0,0,0,0
it9848,PREMARIN VAG CRM 14GM,PCS,2,0,0,0,0
it9346,PRIMACORT 100 INJ VIAL,PCS,104,0,0,0,0
it9347,PRIMACORT 200 INJ VIAL,PCS,58,0,0,0,0
it9395,PRINCICAL TAB 1*10,PCS,12,0,0,0,0
it9473,PRINCICLAV 625 1*10,PCS,24,0,0,0,0
it10690,PROGG DROP 4ML,PCS,0,9,1,0,0
it9020,PRONIM 100 TAB 1*10,PCS,0,0,0,0,0
it8470,PROTECTODERM OIN 1X25GM,PCS,0,0,0,0,0
it10780,PROZUCA POW PCS,PCS,0,0,0,0,0
it9584,PRUVICT 1 TAB 1*10,PCS,16,0,0,0,0
it9585,PRUVICT 2 TAB 1*10,PCS,17,0,0,0,0
it10843,PRUVICT LIQUID SOL 150ML.,PCS,20,0,0,0,0
it9401,PTU TAB 1*100,PCS,4,0,0,0,0
0000574,PYRICORT E/E DROP 10ML,PCS,0,0,0,0,0
it10349,PYRIMON D EYE DROP 10ML,PCS,0,0,0,0,0
0000351,PYRIMON DF 5ML 1,PCS,0,0,0,0,0
it10529,QCIMOL 650 TAB 1*10,PCS,0,0,0,10,3
it10080,QCIMOL MF TAB 1*10,PCS,0,0,0,10,3
it10672,QRIFE SUSP 60ML,PCS,0,0,0,10,1
it10673,QRIFE-200 TAB 1*10,PCS,0,0,0,10,1
it8998,QRIFE-400 TAB 1*10,PCS,18,0,0,10,3
it10559,QTUM-500TAB 10*10,PCS,0,0,0,2,1
it10292,QTUM-CV 500 TAB 1*10,PCS,0,0,0,2,1
0000190,R-LOC 150 TAB 30*30,PCS,0,0,0,4,1
0000194,R-LOC D TAB 15*15,PCS,0,0,0,9,1
it9980,R-LOC FORT TAB 1*15,PCS,0,0,0,9,1
it8041,R-PPI 20MG TAB 1X10,PCS,0,0,0,0,0
it8253,R-PPI-L CAPSULES 1X10,PCS,13,0,0,0,0
it8042,R-RD CAP 1X10,PCS,5,0,0,0,0
0000688,R5 IMMUNITY DRIK 200ML,PCS,0,0,0,0,0
it9420,RABEMAC 20 TAB 1*10,PCS,0,0,0,0,0
it10640,RABEMAC DSR 40 TAB 1*10,PCS,0,0,0,0,0
it9833,RABEMAC LS CAP 1*10,PCS,0,0,0,0,0
it9666,RABEMAC MPS SYP 200ML,PCS,10,0,0,0,0
0000402,RABEMAC OS 200ML 200ML,PCS,0,0,0,0,0
it9348,RABEMAC-DSR TAB 1*10,PCS,11,0,0,0,0
it7567,RABERECON 20 TAB 1X10,PCS,0,0,0,0,0
it8123,RABERECON DSR CAP 1X10,PCS,180,0,0,5,1
it9042,RABETERO L CAP 1*15,PCS,4,0,0,0,0
0000147,RABEZ 20 TAB 1*10,PCS,150,0,0,0,0
it7569,RABEZ D CAP 1*10,PCS,158,0,0,0,0
it7568,RABEZ L TAB 1X10,PCS,17,0,0,0,0
it10781,RABEZ MPS 200ML 200ML,PCS,0,0,0,0,0
it9256,RABMIK DSR CAP 1*10,PCS,0,0,0,10,1
0000331,RACEDOT CAPS 1*6,PCS,2,0,0,0,0
it10757,RAMITORVA CAP 1*10,PCS,44,0,0,0,0
it10733,RAMOKEN LOTION 100ML,PCS,15,0,0,0,0
it9668,RANOLAZ 500 TAB 1*10,PCS,10,0,0,0,0
it9669,RANOLAZ OD TAB 5*10,PCS,16,0,0,0,0
0000599,RANRAFT SUP 150ML,PCS,0,0,0,5,1
it10674,RANRAFT TAB 10*10,PCS,0,0,0,0,0
it8302,RANTAC 150MG TAB 1X30,PCS,105,0,0,0,0
it8304,RANTAC 300MG TAB 1X20,PCS,30,0,0,0,0
it8536,RANTAC DOM TAB 1*20,PCS,37,0,0,0,0
it8286,RANTAC DROP 30ML 1X30ML,PCS,0,0,0,0,0
it8311,RANTAC INJ 5X2ML,PCS,0,0,0,0,0
it8300,RANTAC MPS LA SYP 1X170ML,PCS,0,0,0,0,0
it8301,RANTAC MPS SYP 1X170ML,PCS,0,0,0,5,1
it8287,RANTAC OD 300 TAB 1X10,PCS,6,0,0,0,0
it9835,RANTAC RD CAP 1*10,PCS,0,0,0,129,25
it10079,RANTAC RDT TAB 1*10,PCS,0,0,0,9,1
it8285,RANTAC SYRUP 100ML,PCS,36,0,0,0,0
it10549,RANTAC SYRUP INFANT 30ML,PCS,20,0,0,0,0
it10689,RANTOP 75MG SYP 100ML,PCS,0,5,1,5,1
it10509,RANX 1000 TAB 1*10,PCS,0,0,0,0,0
it7574,RANX TAB 1X10,PCS,26,0,0,0,0
it9910,"RAPITUS 100 ML 100,L",PCS,18,0,0,0,0
it9699,RAPITUS LS SYP 100ML,PCS,0,0,0,0,0
it9531,RAPITUS PLUS SUSP 100ML,PCS,19,0,0,0,0
0000143,RAPITUS XT SYRUP 100ML,PCS,6,0,0,0,0
it8714,RAZEL 10MG TAB 1*10,PCS,8,0,0,0,0
it9867,RAZEL 20MG TAB 1*15,PCS,12,0,0,0,0
it10323,RAZEL 40MG TAB 1*10,PCS,0,0,0,0,0
it8953,RAZEL A 75 TAB 1*10,PCS,2,0,0,0,0
0000723,RAZEL CV 10/75 1*10,PCS,12,0,0,0,0
0000226,RAZEL CV 20/75 1*10,PCS,13,0,0,0,0
it10328,RAZEL EZ 10 TAB 1*10,PCS,10,0,0,0,0
it9021,RAZEL F10 TAB 1*15,PCS,14,0,0,0,0
it8817,RAZEL F5 TAB 1*10,PCS,0,0,0,0,0
it8715,RAZEL GOLD 10 TAB 1*10,PCS,0,0,0,0,0
it8716,RAZEL GOLD 20MG CAP 1*10,PCS,10,0,0,0,0
it9801,REBAGEN OTIC 10'S 1*10,PCS,0,0,0,0,0
it9474,REBAGEN TAB 1*10,PCS,7,0,0,0,0
0000222,REDULID HB CAP 1*10,PCS,0,0,0,0,0
it8566,REGESTRON TAB 1X10,PCS,71,0,0,0,0
it10821,REGESTRONE LX TAB 1*10,PCS,0,0,0,0,0
it9070,REGISTRON CR 10 TAB 1*15,PCS,27,0,0,0,0
0000400,REGISTRONE CR 15 TAB 1*5,PCS,15,0,0,0,0
it10735,RELAITUS TAB 1*10,PCS,10,0,0,5,1
it9127,REMO 100 TAB 3*10,PCS,0,0,0,0,0
0000332,REMO M 100/1000 TAB 1*10,PCS,0,0,0,0,0
it9600,REMO M 100/500 TAB 1*10,PCS,3,0,0,0,0
0000169,REMO MV 1000 TAB 1*10,PCS,7,0,0,0,0
0000168,REMO MV 500 TAB 1*10,PCS,121,0,0,0,0
it9825,REMO-V(100+50) TAB 1*10,PCS,5,0,0,0,0
0000421,REMOZEN 100MG TAB 1*10,PCS,17,0,0,0,0
0000422,REMOZEN MV 500 TAB 1*10,PCS,0,0,0,0,0
it10803,RENOMAC DS TAB 1*10,PCS,8,0,0,0,0
it8619,RESPIDON 1 TAB 1*10,PCS,0,0,0,0,0
it8602,RESPIDON 2 TAB 50*10,PCS,0,0,0,0,0
it8635,RESPIDON 3 TAB 1*10,PCS,48,0,0,0,0
it9105,RESPIDON 4 TAB 1*10,PCS,0,0,0,0,0
it7755,RESTWEL TAB 1X10,PCS,0,0,0,10,1
it10694,REVIDOX INJECTION 1,PCS,45,0,0,0,0
it9715,REVIDOX LB TAB 1*10,PCS,0,0,0,0,0
it9283,RHE-FD TAB 10*6,PCS,60,0,0,0,0
it9853,RIFASET 200 1*10,PCS,0,0,0,0,0
it9892,RIFASET SUSPENSION 60ML 60ML,PCS,19,0,0,0,0
it10339,RIFGUARD 200 TAB 1*10,PCS,0,0,0,0,0
it10316,RIFGUARD 400MG TAB 1*15,PCS,20,0,0,0,0
it10492,RIFGUARD 550 1*10,PCS,0,0,0,0,0
it10874,RINICLAUSI SUSP 1,PCS,0,0,0,0,0
it7791,RINIFOL CAP 1X10,PCS,222,0,0,0,0
it8733,RITEBEAT 100 TAB 1*10,PCS,0,0,0,0,0
it10619,ROLAZIN 1*10,PCS,5,0,0,0,0
0000530,ROMILAST-L 5 TAB 1*10,PCS,50,0,0,0,0
0000586,ROMILAST-L4 SUSP 60 ML,PCS,0,0,0,0,0
it9411,ROSUMAC 10 TAB 1*10,PCS,3,0,0,0,0
it9959,ROSUMAC 20 1*10,PCS,12,0,0,0,0
it10265,ROSUMAC 40 TAB 1*10,PCS,3,0,0,0,0
it9729,ROSUMAC ASP 10 1*10,PCS,23,0,0,0,0
it10762,ROSUMAC ASP 20 1*10,PCS,10,0,0,0,0
0000571,ROSUMAC CV 10 1*10,PCS,14,0,0,0,0
it10895,ROSUMAC CV 20 1*10,PCS,4,0,0,0,0
it10487,ROSUMAC EZ 40 1*10,PCS,0,0,0,0,0
0000234,ROSUMAC F 1*10,PCS,7,0,0,0,0
it9412,ROSUMAC GOLD 1*10,PCS,0,0,0,0,0
it9418,ROSUMAC GOLD 20 1*10,PCS,10,0,0,0,0
it8136,ROZUCOR 10 TAB 1X10,PCS,12,0,0,0,0
it7587,ROZUCOR 20 TAB 1X10,PCS,8,0,0,0,0
it10302,ROZUCOR 40 TAB 1*10,PCS,10,0,0,0,0
it7588,ROZUCOR 5 TAB 1X1,PCS,0,0,0,0,0
it8134,ROZUCOR ASP 10 CAP 1X10,PCS,0,0,0,0,0
it10194,ROZUCOR ASP 20/150 CAP 1*10,PCS,6,0,0,0,0
it9213,ROZUCOR ASP 75/20 CAP 1*10,PCS,54,0,0,0,0
it10421,ROZUCOR B 10 TAB 1*10,PCS,0,0,0,0,0
it10422,ROZUCOR B 20 TAB 1*10,PCS,0,0,0,0,0
it10327,ROZUCOR B 40 TAB 1*10,PCS,0,0,0,0,0
it10390,ROZUCOR CV 10 CAP 1*10,PCS,10,0,0,0,0
it10391,ROZUCOR CV 20 CAP 1*10,PCS,0,0,0,0,0
it8133,ROZUCOR D 10 TAB 1X10,PCS,0,0,0,0,0
it10513,ROZUCOR EZ 20 TAB 1*10,PCS,0,0,0,0,0
it8135,ROZUCOR F 10 TAB 1X10,PCS,7,0,0,0,0
it10423,ROZUCOR F 20 TAB 1*10,PCS,13,0,0,0,0
it10392,ROZUCOR F 5 TAB 1*10,PCS,12,0,0,0,0
it9119,ROZUCOR GOLD 10 TAB 1*10,PCS,0,0,0,0,0
it9253,ROZUCOR GOLD 20 CAP 1*10,PCS,11,0,0,0,0
0000203,ROZUSTAT 40 1*10,PCS,14,0,0,0,0
it9445,ROZUSTATE 10 TAB 1*10,PCS,16,0,0,0,0
it9446,ROZUSTATE 20 TAB 1*10,PCS,0,0,0,0,0
it9444,ROZUSTATE 5 TAB 1*10,PCS,0,0,0,0,0
it9447,ROZUSTATE ASP 10 1*10,PCS,21,0,0,0,0
it9448,ROZUSTATE GOLD 10 1*10,PCS,7,0,0,0,0
it9449,ROZUSTATE GOLD 20 TAB 1*10,PCS,0,0,0,0,0
it10107,RUBIRED DROPS 15ML,PCS,7,0,0,0,0
it9350,RUBIRED SUSP 1*150ML,PCS,4,0,0,0,0
it9349,RUBIRED TAB 10*10,PCS,0,0,0,0,0
0000733,RUBIRED Z SYRUP 200ML 1,PCS,3,0,0,0,0
0000161,RUBIRED Z TAB 1*10,PCS,2,0,0,0,0
it10686,RUZ-DSR CAPSULES 1*10,PCS,0,0,0,5,1
it10371,RYALTRIS AZ 75 MD 1,PCS,10,0,0,0,0
it10393,RYALTRIS MONO N/S 1,PCS,11,0,0,0,0
it7606,S-GEL TUBE 10GM,PCS,0,0,0,0,0
it8385,S-PPI-L CAPSULES 1X10,PCS,0,0,0,0,0
it8043,S-RD CAP 1X10,PCS,0,0,0,0,0
it7590,SAFECORT-M 4 MG 1X10,PCS,20,0,0,0,0
0000277,SALBETOL 2 TAB 40*10,PCS,160,0,0,0,0
0000278,SALBETOL 4MG TAB 40*10,PCS,320,0,0,0,0
0000250,SALMODIL DX SYP 100ML,PCS,68,0,0,0,0
0000251,SALMODIL LS SYP 100ML,PCS,56,0,0,0,0
0000144,SAVCID CV 625 TAB 1*10,PCS,15,0,0,0,0
it10913,SAVCID CV-625 TAB 1*10,PCS,200,0,0,0,0
it8690,SCABOMA CT LOTION 100L 1*100L,PCS,0,0,0,5,1
